STATEFP10,COUNTYFP10,METRO,BLKGRPCE10,COUNTY_FIPS,TRACTCE10,GEOID10,GEOID10_text,County_ALAND10,frx_land,frx_HH,frx_GasSales,frx_CMV,frx_RR_wtd,frx_Hosp,frx_cropland,frx_undeveloped,frx_med_hi_devel,frx_ag,frx_grass_pasture,frx_forest,frx_IndComm_metro_medhi_devel_outstate,frx_airports,frx_Comm_metro_medhi_devel_outstate,*frx_VKT_w/o_hi_traffic_gasoline,*frx_VKT_w/o_hi_traffic_diesel,frx_SFHHs_in_undeveloped,frx_bldgs_w_boilers,frx_sfh_camp,frx_sfh,Frx_Vehicles,Frx_Boat_Water,Frx_Commercial_Industrial_Institutional_in_METRO / Frx_med_hi_development_outstate,Frx Commercial/Institutional in METRO / Frx med & hi development,Frx Industrial/Institutional in METRO / Frx med & hi development outstate,Frx construction in METRO / Frx med &hi intensity development outstate,Frx_Low_Density_OpenSpace,Frx_Low_Medium_Density_OpenSpace,(unused_don not copy)_\frx_ag_grass_pasture,frx_IndCommGovInst_metro,frx_nonres_constr_metro,frx_residential_LU_metro,frx_Comm_metro,frx_HHs_in_undeveloped,frx_nonroad_Constr_Mining,frx_water (don't use),Frx Constr,Frx_VKT_All,Frx_Low__OpenSpace_Undeveloped
27,053,METRO,3,27053,020200,270530202001,270530202001,1433793826,0.0004,0.0006,0.0023,0.0129,0.0000,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.000,0.000,0.0004,0.0000,0.00051963,0.00069977,0.00067,0.001,0,0,0,0.00084589,0.000446355,0.000702707,0.0000,0.0000,0.0000,0.0009,0.0000,0.0004,0.0000,0.001,0.00084589,0.001728506,0.000470223
27,053,METRO,3,27053,020200,270530202002,270530202002,1433793826,0.0003,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.000,0.000,0.0000,0.0000,0.00025619,0.000345003,0.00081,0.000,0.000724388,0.000551959,0.000903505,0.000376635,0.000305237,0.000388338,0.0000,0.0000,0.0000,0.0002,0.0003,0.0000,0.0000,0.000,0.000376635,0.000181967,0.000153629
27,053,METRO,3,27053,020200,270530202003,270530202003,1433793826,0.0020,0.0018,0.0087,0.0000,0.0000,0.0000,0.0000,0.0001,0.0066,0.0000,0.0000,0.0004,0.0020,0.0000,0.0009,0.003,0.002,0.0002,0.0003,0.000534132,0.000719298,0.00132,0.000,0.005691843,0.003128828,0.005409236,0.00084589,0.0019054,0.00218093,0.0000,0.0020,0.0110,0.0008,0.0009,0.0006,0.0065,0.000,0.00084589,0.007592679,0.000707032
27,053,METRO,3,27053,020200,270530202004,270530202004,1433793826,0.0003,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.000,0.000,0.0000,0.0000,0.000418121,0.00056307,0.00079,0.000,8.67E-05,1.92E-05,0.000111612,0.000376635,0.000328861,0.000515472,0.0000,0.0000,0.0000,0.0008,0.0003,0.0000,0.0000,0.000,0.000376635,0.000203023,0.000308107
27,053,METRO,3,27053,020200,270530202005,270530202005,1433793826,0.0002,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.000,0.000,0.0000,0.0000,0.00036495,0.000491466,0.0004,0.000,0.000155211,9.41E-05,0.000199897,0.000376635,0.000264829,0.000390649,0.0000,0.0000,0.0000,0.0008,0.0003,0.0000,0.0000,0.000,0.000376635,0.00010138,0.000212195
27,053,METRO,3,27053,020200,270530202006,270530202006,1433793826,0.0004,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.000157098,0.000211558,0.00035,0.000,0.000309455,0.000338209,0.00024955,0.000376635,0.000380459,0.000602155,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.000,0.000376635,0.000471352,0.000364975
27,053,METRO,3,27053,020200,270530202007,270530202007,1433793826,0.0006,0.0011,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.000,0.001,0.0000,0.0000,0.000662226,0.000891799,0.00093,0.000,0.000891209,0.000654314,0.001123357,0.000376635,0.00063845,0.000943106,0.0000,0.0000,0.0002,0.0002,0.0006,0.0000,0.0001,0.000,0.000376635,0.00081678,0.000513511
27,053,METRO,3,27053,020301,270530203011,270530203011,1433793826,0.0009,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0011,0.0001,0.0001,0.0009,0.0012,0.0000,0.0005,0.001,0.001,0.0018,0.0000,0.000988506,0.00133119,0.0011,0.000,0.000788547,0.000571099,0.00061373,0.00084589,0.000976014,0.00134069,0.0001,0.0012,0.0005,0.0002,0.0005,0.0016,0.0009,0.000,0.00084589,0.000476871,0.000904798
27,053,METRO,3,27053,020301,270530203012,270530203012,1433793826,0.0006,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.001,0.001,0.0000,0.0001,0.001017508,0.001370246,0.00123,0.000,0.001305528,0.000494494,0.001665218,0.00084589,0.000732321,0.000976623,0.0000,0.0000,0.0002,0.0002,0.0006,0.0000,0.0001,0.000,0.00084589,0.000531248,0.000434574
27,053,METRO,3,27053,020302,270530203021,270530203021,1433793826,0.0005,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.001,0.001,0.0000,0.0000,0.001322036,0.001780344,0.00121,0.000,0.001706846,0.000933102,0.002198257,0.00084589,0.000542713,0.000807881,0.0000,0.0000,0.0001,0.0003,0.0006,0.0000,0.0000,0.000,0.00084589,0.000583076,0.000445609
27,053,METRO,3,27053,020302,270530203022,270530203022,1433793826,0.0004,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.000,0.000,0.0000,0.0002,0.000522047,0.000703024,0.00053,0.000,0.000755397,0.000199719,0.00097288,0.000376635,0.000358079,0.00052703,0.0000,0.0000,0.0000,0.0002,0.0006,0.0000,0.0000,0.000,0.000376635,0.000683077,0.000285189
27,053,METRO,3,27053,020303,270530203031,270530203031,1433793826,0.0005,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.001,0.001,0.0000,0.0000,0.000734733,0.000989442,0.00069,0.000,0.000447894,0.000316772,0.000576846,0.000376635,0.000525928,0.000732757,0.0000,0.0000,0.0000,0.0002,0.0006,0.0000,0.0000,0.000,0.000376635,0.004029332,0.000358184
27,053,METRO,3,27053,020303,270530203032,270530203032,1433793826,0.0005,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.001,0.001,0.0000,0.0000,0.001046511,0.001409303,0.00104,0.000,0.000322565,0.004470368,0.005451863,0.00278607,0.000572553,0.000876072,0.0000,0.0000,0.0000,0.0002,0.0005,0.0000,0.0000,0.000,0.00278607,0.000278157,0.000505023
27,053,METRO,3,27053,020303,270530203033,270530203033,1433793826,0.0004,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.001,0.001,0.0000,0.0000,0.000942585,0.001269349,0.00119,0.000,0.000171623,0.00018757,0.000221034,0.000376635,0.000488007,0.000746626,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.000,0.000376635,0.000259391,0.000430331
27,053,METRO,3,27053,020304,270530203041,270530203041,1433793826,0.0006,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.000,0.001,0.0000,0.0001,0.000676728,0.000911328,0.00081,0.000,0.001562552,7.89E-05,0.00201242,0.000376635,0.000644666,0.000953508,0.0000,0.0000,0.0003,0.0002,0.0009,0.0000,0.0002,0.000,0.000376635,0.003501311,0.000520301
27,053,METRO,3,27053,020304,270530203042,270530203042,1433793826,0.0004,0.0008,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.001,0.001,0.0000,0.0001,0.000824158,0.001109867,0.00075,0.000,0.002174314,0.000328512,0.002800312,0.000376635,0.000501683,0.000666878,0.0000,0.0000,0.0000,0.0002,0.0010,0.0000,0.0000,0.000,0.000376635,0.000280098,0.000294526
27,053,METRO,3,27053,020304,270530203043,270530203043,1433793826,0.0004,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.000,0.004,0.0000,0.0000,0.000555883,0.000748591,0.00065,0.000,0.000308829,0.000164784,0.000397742,0.000376635,0.00041465,0.000618336,0.0000,0.0000,0.0005,0.0002,0.0006,0.0000,0.0003,0.000,0.000376635,0.00306329,0.000342058
27,053,METRO,3,27053,020400,270530204001,270530204001,1433793826,0.0009,0.0006,0.0000,0.0000,0.0033,0.0000,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0058,0.0000,0.0010,0.002,0.002,0.0000,0.0009,0.000251356,0.000338493,0.00052,0.000,0.002263774,0.000761058,0.002356609,0.001129906,0.000755944,0.000973156,0.0000,0.0058,0.0005,0.0018,0.0010,0.0000,0.0031,0.000,0.001129906,0.002918839,0.000397228
27,053,METRO,3,27053,020400,270530204002,270530204002,1433793826,0.0006,0.0009,0.0000,0.0000,0.0033,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0018,0.0000,0.0009,0.001,0.001,0.0000,0.0003,0.000642891,0.000865761,0.00088,0.000,0.000623036,0.000642284,0.000333231,0.000376635,0.000620421,0.000954664,0.0000,0.0018,0.0001,0.0002,0.0009,0.0000,0.0010,0.000,0.000376635,0.001326731,0.000555101
27,053,METRO,3,27053,020400,270530204003,270530204003,1433793826,0.0005,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.001,0.001,0.0000,0.0000,0.000693646,0.000934111,0.0012,0.000,0.000233007,0.000217302,0.000300092,0.000376635,0.000536497,0.000846022,0.0000,0.0000,0.0003,0.0002,0.0009,0.0000,0.0002,0.000,0.000376635,0.00038171,0.000510116
27,053,METRO,3,27053,020400,270530204004,270530204004,1433793826,0.0008,0.0011,0.0000,0.0000,0.0033,0.0000,0.0000,0.0001,0.0010,0.0000,0.0000,0.0003,0.0007,0.0000,0.0002,0.000,0.000,0.0005,0.0001,0.000874912,0.001178217,0.00133,0.004,0.000509215,0.000556531,2.83E-05,0.002693451,0.000752836,0.00113612,0.0000,0.0007,0.0005,0.0004,0.0002,0.0007,0.0006,0.003,0.002693451,0.000180335,0.000712125
27,053,METRO,3,27053,020500,270530205001,270530205001,1433793826,0.0006,0.0010,0.0000,0.0118,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.000,0.001,0.0000,0.0000,0.001160105,0.001562276,0.00107,0.001,2.29E-05,1.36E-05,2.95E-05,0.000753271,0.000584987,0.000908433,0.0000,0.0000,0.0000,0.0018,0.0003,0.0000,0.0000,0.000,0.000753271,0.002129714,0.000535579
27,053,METRO,3,27053,020500,270530205002,270530205002,1433793826,0.0004,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.000,0.001,0.0000,0.0000,0.000928084,0.001249821,0.00107,0.000,0.000330624,0.000338349,0.00031384,0.000376635,0.000467492,0.000728133,0.0000,0.0000,0.0000,0.0018,0.0003,0.0000,0.0000,0.000,0.000376635,0.000201063,0.000431179
27,053,METRO,3,27053,020500,270530205003,270530205003,1433793826,0.0005,0.0008,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.001,0.001,0.0000,0.0000,0.000843493,0.001135905,0.00083,0.000,0.000152515,9.50E-05,8.45E-05,0.000753271,0.000506657,0.000762806,0.0000,0.0000,0.0000,0.0018,0.0005,0.0000,0.0000,0.000,0.000753271,0.000252202,0.000428633
27,053,METRO,3,27053,020600,270530206001,270530206001,1433793826,0.0008,0.0009,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.001,0.001,0.0002,0.0000,0.000758902,0.001021989,0.00089,0.001,0.000368404,0.000402635,0.000362496,0.000376635,0.000774594,0.001113,0.0000,0.0000,0.0000,0.0002,0.0000,0.0002,0.0000,0.001,0.000376635,0.009572001,0.000602633
27,053,METRO,3,27053,020600,270530206002,270530206002,1433793826,0.0004,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.000819324,0.001103358,0.0007,0.000,0.0002971,0.000324706,0.000270664,0.000376635,0.000404704,0.000637984,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.000,0.000376635,0.000178737,0.000384497
27,053,METRO,3,27053,020700,270530207001,270530207001,1433793826,0.0016,0.0008,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0031,0.0008,0.0024,0.002,0.002,0.0000,0.0028,0.00066706,0.000898309,0.00091,0.000,0.002519464,0.004999207,0.007682539,0.00278607,0.00155354,0.00238319,0.0000,0.0031,0.0000,0.0004,0.0024,0.0000,0.0015,0.000,0.00278607,0.001085089,0.001379265
27,053,METRO,3,27053,020700,270530207002,270530207002,1433793826,0.0004,0.0009,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.001,0.001,0.0000,0.0000,0.000959503,0.001292133,0.00131,0.000,0.000194693,0.004394365,0.005145248,0.00194018,0.000419002,0.000651853,0.0000,0.0000,0.0000,0.0004,0.0003,0.0000,0.0000,0.000,0.00194018,0.00033481,0.000385345
27,053,METRO,3,27053,020700,270530207003,270530207003,1433793826,0.0003,0.0009,0.0021,0.0000,0.0033,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0006,0.0000,0.0003,0.001,0.000,0.0001,0.0001,0.000998173,0.001344209,0.00123,0.000,0.000134056,0.000125326,3.07E-05,0.002316815,0.000364917,0.00056517,0.0000,0.0006,0.0000,0.0004,0.0003,0.0001,0.0003,0.000,0.002316815,0.00026119,0.000335267
27,053,METRO,3,27053,020700,270530207004,270530207004,1433793826,0.0006,0.0009,0.0000,0.0000,0.0033,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.002,0.001,0.0002,0.0001,0.000906332,0.001220528,0.00097,0.001,0.002032841,0.000319023,0.002385776,0.002693451,0.000599907,0.000908433,0.0000,0.0004,0.0000,0.0003,0.0000,0.0002,0.0002,0.001,0.002693451,0.000695703,0.000532184
27,053,METRO,3,27053,020801,270530208011,270530208011,1433793826,0.0005,0.0009,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.001,0.001,0.0000,0.0001,0.000940168,0.001266095,0.00091,0.000,0.001752947,2.03E-05,0.002257631,0.00278607,0.000527172,0.000817128,0.0000,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.000,0.00278607,0.000236736,0.000480409
27,053,METRO,3,27053,020801,270530208012,270530208012,1433793826,0.0005,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.001,0.001,0.0000,0.0000,0.000807239,0.001087084,0.00093,0.000,0.002184831,0.00034303,0.002813857,0.002316815,0.000458789,0.000709641,0.0000,0.0000,0.0002,0.0003,0.0005,0.0000,0.0001,0.000,0.002316815,0.000300547,0.000415901
27,053,METRO,3,27053,020804,270530208041,270530208041,1433793826,0.0004,0.0008,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0010,0.0000,0.0005,0.001,0.001,0.0000,0.0012,0.000188517,0.00025387,0.00058,0.000,0.002265862,0.000587394,0.002494264,0.002316815,0.000272289,0.000335173,0.0000,0.0010,0.0006,0.0003,0.0005,0.0000,0.0008,0.000,0.002316815,0.000626367,0.000120527
27,053,METRO,3,27053,020804,270530208042,270530208042,1433793826,0.0004,0.0008,0.0030,0.0000,0.0051,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0016,0.0000,0.0003,0.000,0.001,0.0000,0.0001,0.00085316,0.001148924,0.00093,0.000,0.005692205,0.004332109,0.002226027,0.002316815,0.000420245,0.000689993,0.0000,0.0016,0.0000,0.0003,0.0003,0.0000,0.0008,0.000,0.002316815,0.000196784,0.000439667
27,053,METRO,3,27053,020804,270530208043,270530208043,1433793826,0.0004,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.001,0.000,0.0000,0.0000,0.001082764,0.001458124,0.0012,0.000,0.000850282,0.000929289,0.001095083,0.002316815,0.000461275,0.00072351,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.000,0.002316815,0.000237556,0.000432877
27,053,METRO,3,27053,020902,270530209021,270530209021,1433793826,0.0006,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.001,0.001,0.0000,0.0000,0.001114184,0.001500436,0.00117,0.000,0.000525339,0.000407944,0.000676587,0.002693451,0.000611096,0.000962754,0.0000,0.0000,0.0000,0.0004,0.0003,0.0000,0.0000,0.000,0.002693451,0.00048575,0.000579716
27,053,METRO,3,27053,020902,270530209022,270530209022,1433793826,0.0005,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.001,0.001,0.0003,0.0000,0.001063429,0.001432087,0.00102,0.000,0.000318781,0.000230119,0.000410559,0.002316815,0.000558877,0.000928081,0.0000,0.0000,0.0000,0.0003,0.0003,0.0002,0.0000,0.000,0.002316815,0.000501249,0.000620457
27,053,METRO,3,27053,020903,270530209031,270530209031,1433793826,0.0006,0.0009,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0007,0.0000,0.0003,0.001,0.001,0.0000,0.0003,0.00092325,0.001243312,0.00105,0.000,0.00292147,0.00130392,0.003125221,0.002316815,0.000670776,0.00101014,0.0000,0.0007,0.0004,0.0003,0.0003,0.0000,0.0005,0.000,0.002316815,0.000265314,0.000567833
27,053,METRO,3,27053,020903,270530209032,270530209032,1433793826,0.0003,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.000,0.001,0.0000,0.0000,0.000763736,0.001028499,0.00075,0.000,0.000150221,3.82E-05,0.000193471,0.002316815,0.000301507,0.000465774,0.0000,0.0000,0.0000,0.0003,0.0004,0.0000,0.0000,0.000,0.002316815,0.000160289,0.000272458
27,053,METRO,3,27053,020903,270530209033,270530209033,1433793826,0.0006,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.001,0.001,0.0004,0.0000,0.001203609,0.001620862,0.00123,0.000,0.000418403,0.000338998,0.000538863,0.002316815,0.000568202,0.00093386,0.0000,0.0000,0.0000,0.0003,0.0003,0.0003,0.0000,0.000,0.002316815,0.000352306,0.000621306
27,053,METRO,3,27053,021001,270530210011,270530210011,1433793826,0.0004,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.000,0.002,0.0000,0.0000,0.000792738,0.001067555,0.00082,0.000,0.000426915,0.000288984,0.000545787,0.012154273,0.00044449,0.000644918,0.0000,0.0000,0.0000,0.0005,0.0003,0.0000,0.0000,0.000,0.012154273,0.000892408,0.00034036
27,053,METRO,3,27053,021001,270530210012,270530210012,1433793826,0.0004,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0001,0.0000,0.000799989,0.00107732,0.00083,0.000,6.41E-05,0,8.25E-05,0.00194018,0.000468114,0.000720043,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.000,0.00194018,0.000164518,0.000428633
27,053,METRO,3,27053,021001,270530210013,270530210013,1433793826,0.0005,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.001,0.001,0.0001,0.0000,0.000613889,0.000826705,0.00061,0.000,8.51E-05,0,0.000109664,0.00194018,0.000486764,0.000806726,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.000,0.00194018,0.00036151,0.000530486
27,053,METRO,3,27053,021001,270530210014,270530210014,1433793826,0.0004,0.0016,0.0000,0.0000,0.0017,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.001,0.000,0.0000,0.0001,0.000282776,0.000380805,0.00139,0.000,0.003261195,0.003497948,0.000287694,0.002316815,0.000463762,0.000574416,0.0000,0.0014,0.0000,0.0003,0.0000,0.0000,0.0007,0.000,0.002316815,0.000233387,0.000210497
27,053,METRO,3,27053,021001,270530210015,270530210015,1433793826,0.0005,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.001268864,0.00170874,0.00137,0.000,0.003037813,0.003320085,0,0.002316815,0.000524063,0.000819439,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.000,0.002316815,0.000222614,0.000488048
27,053,METRO,3,27053,021002,270530210021,270530210021,1433793826,0.0009,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0008,0.0000,0.0001,0.0003,0.0021,0.0000,0.0003,0.001,0.001,0.0011,0.0001,0.001387292,0.001868222,0.0017,0.000,0.003314416,0.003573432,0.000356239,0.011777637,0.000951147,0.00147129,0.0000,0.0021,0.0000,0.0005,0.0003,0.0013,0.0010,0.000,0.011777637,0.000318157,0.000974397
27,053,METRO,3,27053,021100,270530211001,270530211001,1433793826,0.0004,0.0006,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.001,0.001,0.0000,0.0000,0.000577635,0.000777883,0.00077,0.000,7.23E-05,7.91E-05,7.58E-05,0.002693451,0.000431435,0.000597532,0.0000,0.0003,0.0000,0.0003,0.0000,0.0000,0.0002,0.000,0.002693451,0.000497121,0.000288585
27,053,METRO,3,27053,021100,270530211002,270530211002,1433793826,0.0005,0.0010,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.001,0.001,0.0000,0.0000,0.000983672,0.00132468,0.00115,0.000,0.000247222,0.000139295,0.000318399,0.002316815,0.000514117,0.00073738,0.0000,0.0000,0.0000,0.0003,0.0004,0.0000,0.0000,0.000,0.002316815,0.001818615,0.000381101
27,053,METRO,3,27053,021200,270530212001,270530212001,1433793826,0.0004,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.001,0.001,0.0000,0.0000,0.000860411,0.001158688,0.00093,0.000,0,0,0,0.000753271,0.000408434,0.000676124,0.0000,0.0000,0.0000,0.0016,0.0002,0.0000,0.0000,0.000,0.000753271,0.000522279,0.000435423
27,053,METRO,3,27053,021200,270530212002,270530212002,1433793826,0.0005,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.001,0.001,0.0002,0.0006,0.000720232,0.000969913,0.00065,0.002,0.000243827,8.65E-05,0.000314026,0.000376635,0.0004706,0.000789389,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.002,0.000376635,0.000449617,0.000532184
27,053,METRO,3,27053,021200,270530212003,270530212003,1433793826,0.0004,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.001,0.001,0.0000,0.0000,0.001005424,0.001353973,0.00104,0.000,8.69E-06,0,1.12E-05,0.000753271,0.00040346,0.000676124,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.000,0.000753271,0.00024688,0.000442213
27,053,METRO,3,27053,021200,270530212004,270530212004,1433793826,0.0003,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.000855577,0.001152179,0.00092,0.000,0.000200588,0.000204693,0.000258338,0.001129906,0.000343781,0.000533965,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.0000,0.000,0.001129906,0.00015284,0.000314897
27,053,METRO,3,27053,021200,270530212005,270530212005,1433793826,0.0004,0.0009,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.001,0.001,0.0002,0.0000,0.000497878,0.000670477,0.00074,0.001,0.000395565,0.000195159,0.00050945,0.000753271,0.000391027,0.000547834,0.0000,0.0000,0.0000,0.0001,0.0002,0.0003,0.0000,0.001,0.000753271,0.002300523,0.000294526
27,053,METRO,3,27053,021300,270530213001,270530213001,1433793826,0.0005,0.0017,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0004,0.0000,0.0002,0.001,0.001,0.0000,0.0000,0.000495461,0.000667222,0.0009,0.000,0.000876889,0.00023673,0.001113455,0.000376635,0.000427705,0.000502759,0.0000,0.0004,0.0009,0.0001,0.0002,0.0000,0.0006,0.000,0.000376635,0.000985206,0.000154478
27,053,METRO,3,27053,021300,270530213002,270530213002,1433793826,0.0003,0.0009,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.001,0.001,0.0000,0.0000,0.000447124,0.000602127,0.00091,0.000,0.000236605,0,0.000304726,0.002316815,0.000302129,0.000432257,0.0000,0.0000,0.0000,0.0003,0.0002,0.0000,0.0000,0.000,0.002316815,0.000382455,0.00022238
27,053,METRO,3,27053,021300,270530213003,270530213003,1433793826,0.0003,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.001,0.001,0.0000,0.0000,0.001191524,0.001604588,0.00095,0.000,0.000404642,0.000264642,0.000521141,0.002316815,0.00042211,0.000523563,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0001,0.000,0.002316815,0.00096365,0.000192673
