Source_ID,Source_Name,Source_Type,Short_Desc,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
2705300834,GE Osmonics Inc,Permitted facility,Final Dryer Coater 9,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Hot Water Boiler Exhaust,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Coater #2 Ethanol Dip Tanks Exhaust,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Coater #2 Ethanol Dip Tanks Exhaust,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Thermal Oxidizer Exhaust,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Paint Booth 2 Exhaust,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Imitation stack for EU013 (default for SCC '40100399'),270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Imitation stack for EU026 (default for SCC '10200602'),270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Uncaptured fugitive releases from EU028,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Imitation stack for EU000 (default for SCC 'XXXXXXXX'),270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
2705300834,GE Osmonics Inc,Permitted facility,Uncaptured fugitive releases from EU027,270530261043.0,53.0,-93.441734,44.895782,27053,HENNEPIN,Minnetonka,Metro (7 County)
